ID;Loan Duration;Credit history;Purpose;Loan Amount;Savings Account;Length of Current Employment;Installment Rate as % of Income;Guarantors;Length of Current Property Residence;Age;Housing;Number of existing loans;Job;Number of dependants;foreign worker;Sex;status;Target2;Target
890;28;All Credits at This Bank Paid Back Duly;Used car;7824;No Savings Account;less than 1 year;3;Guarantor;4;40;Rented;2;Skilled;2;Yes;male;single;1;[880, 99, 491, 791, 996, 154, 387, 368, 716, 106, 822, 301, 292, 74]
891;27;Critical Account / Other Credits Existing at Other Bank;Business;2442;Less than 100 DM;more than 6 years;4;None;4;43;Ownership;4;Highly Skilled;2;Yes;male;single;1;[406, 851, 884, 833, 830, 80, 977, 901, 591, 545, 742, 674, 703, 42]
892;15;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1829;Less than 100 DM;more than 6 years;4;None;4;46;Ownership;2;Skilled;1;Yes;male;single;1;[149, 427, 588, 354, 81, 726, 609, 635, 925, 484, 157, 251, 835, 908]
893;12;Critical Account / Other Credits Existing at Other Bank;New car;2171;Less than 100 DM;1-3 years;4;None;4;38;Ownership;2;Unskilled - Resident;1;No;male;single;1;[413, 494, 151, 325, 488, 264, 516, 897, 515, 247, 297, 941, 871, 156]
894;36;Critical Account / Other Credits Existing at Other Bank;Used car;5800;Less than 100 DM;1-3 years;3;None;4;34;Ownership;2;Skilled;1;Yes;male;single;1;[415, 888, 411, 266, 778, 7, 879, 868, 571, 910, 628, 76, 986, 776]
895;18;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1169;No Savings Account;1-3 years;4;None;3;29;Ownership;2;Skilled;1;Yes;male;single;1;[526, 401, 185, 421, 825, 331, 758, 643, 621, 580, 857, 390, 388, 318]
896;36;Delay in Paying Off in the Past;Used car;8947;No Savings Account;4-6 years;3;None;2;31;Ownership;1;Highly Skilled;2;Yes;male;single;1;[684, 450, 57, 70, 274, 180, 291, 496, 832, 744, 763, 395, 983, 63]
897;21;Existing Credits Paid Back Duly Till Now;Radio/TV;2606;Less than 100 DM;less than 1 year;4;None;4;28;Rented;1;Highly Skilled;1;Yes;female;divorced/separated/married;1;[466, 64, 634, 312, 802, 500, 120, 612, 630, 523, 355, 866, 144, 405]
898;12;Critical Account / Other Credits Existing at Other Bank;Furniture/Equipment;1592;More than 1000 DM;4-6 years;3;None;2;35;Ownership;1;Skilled;1;No;female;divorced/separated/married;1;[488, 264, 247, 941, 515, 151, 270, 850, 413, 892, 696, 494, 173, 314]
899;15;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;2186;No Savings Account;4-6 years;1;None;4;33;Rented;1;Unskilled - Resident;1;Yes;female;divorced/separated/married;1;[767, 278, 995, 275, 305, 318, 165, 185, 339, 916, 178, 782, 689, 421]
900;18;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;4153;Less than 100 DM;1-3 years;2;Co-applicant;3;42;Ownership;1;Skilled;1;Yes;male;single;2;[948, 652, 298, 399, 404, 940, 668, 631, 539, 839, 545, 867, 693, 738]
901;16;Critical Account / Other Credits Existing at Other Bank;New car;2625;Less than 100 DM;more than 6 years;2;Guarantor;4;43;Rented;1;Skilled;1;Yes;male;single;2;[668, 345, 944, 600, 732, 801, 139, 867, 908, 479, 288, 206, 251, 933]
902;20;Critical Account / Other Credits Existing at Other Bank;New car;3485;No Savings Account;less than 1 year;2;None;4;44;Ownership;2;Skilled;1;Yes;male;divorced/separated;1;[851, 406, 404, 884, 958, 830, 80, 890, 545, 977, 961, 652, 833, 317]
903;36;Critical Account / Other Credits Existing at Other Bank;Used car;10477;No Savings Account;more than 6 years;2;None;4;42;Free Housing;2;Skilled;1;Yes;male;single;1;[653, 854, 818, 87, 509, 18, 304, 615, 205, 538, 828, 105, 3, 381]
904;15;Existing Credits Paid Back Duly Till Now;Radio/TV;1386;No Savings Account;1-3 years;4;None;2;40;Rented;1;Skilled;1;Yes;male;married/widowed;1;[649, 532, 27, 126, 478, 699, 26, 440, 641, 443, 204, 656, 445, 856]
905;24;Existing Credits Paid Back Duly Till Now;Radio/TV;1278;Less than 100 DM;more than 6 years;4;None;1;36;Ownership;1;Highly Skilled;1;Yes;male;single;1;[453, 824, 772, 198, 256, 654, 322, 827, 267, 537, 737, 546, 284, 160]
906;12;Existing Credits Paid Back Duly Till Now;Radio/TV;1107;Less than 100 DM;1-3 years;2;None;2;20;Rented;1;Highly Skilled;2;Yes;male;single;1;[363, 436, 309, 540, 122, 660, 203, 979, 864, 752, 104, 513, 721, 47]
907;21;Existing Credits Paid Back Duly Till Now;New car;3763;No Savings Account;4-6 years;2;Co-applicant;2;24;Ownership;1;Unskilled - Resident;1;No;male;single;1;[613, 859, 930, 117, 407, 290, 806, 140, 173, 850, 351, 24, 696, 314]
908;36;Existing Credits Paid Back Duly Till Now;Education;3711;No Savings Account;1-3 years;2;None;2;27;Ownership;1;Skilled;1;Yes;male;married/widowed;1;[578, 230, 225, 951, 357, 603, 476, 217, 101, 735, 780, 148, 152, 69]
909;15;Delay in Paying Off in the Past;Used car;3594;Less than 100 DM;less than 1 year;1;None;2;46;Ownership;2;Unskilled - Resident;1;Yes;female;divorced/separated/married;1;[539, 940, 251, 668, 900, 891, 149, 588, 427, 479, 631, 345, 609, 206]
910;9;Existing Credits Paid Back Duly Till Now;New car;3195;No Savings Account;1-3 years;1;None;2;33;Ownership;1;Unskilled - Resident;1;Yes;female;divorced/separated/married;1;[210, 595, 348, 462, 394, 34, 159, 244, 307, 165, 638, 275, 128, 720]
911;36;Delay in Paying Off in the Past;Radio/TV;4454;Less than 100 DM;1-3 years;4;None;4;34;Ownership;2;Skilled;1;Yes;female;divorced/separated/married;1;[893, 446, 415, 76, 888, 571, 778, 879, 460, 511, 411, 266, 628, 7]
912;24;Critical Account / Other Credits Existing at Other Bank;Furniture/Equipment;4736;Less than 100 DM;less than 1 year;2;None;4;25;Ownership;1;Unskilled - Resident;1;Yes;female;divorced/separated/married;2;[340, 312, 79, 572, 523, 802, 306, 229, 208, 952, 605, 804, 64, 495]
913;30;Existing Credits Paid Back Duly Till Now;Radio/TV;2991;No Savings Account;more than 6 years;2;None;4;25;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;1;[208, 965, 534, 269, 630, 670, 340, 739, 312, 248, 911, 477, 311, 79]
914;11;Existing Credits Paid Back Duly Till Now;Business;2142;More than 1000 DM;more than 6 years;1;None;2;28;Ownership;1;Skilled;1;Yes;male;divorced/separated;1;[60, 492, 792, 499, 358, 329, 673, 820, 196, 451, 389, 936, 110, 562]
915;24;All Credits at This Bank Paid Back Duly;Business;3161;Less than 100 DM;1-3 years;4;None;2;31;Rented;1;Skilled;1;Yes;male;single;2;[599, 718, 19, 794, 949, 223, 946, 959, 299, 863, 740, 942, 984, 547]
916;48;No Credits Taken / All Credits Paid Back Duly;Used car;18424;Less than 100 DM;1-3 years;1;None;2;32;Ownership;1;Highly Skilled;1;No;female;divorced/separated/married;2;[714, 887, 637, 63, 832, 744, 333, 295, 395, 226, 450, 945, 57, 616]
917;10;Existing Credits Paid Back Duly Till Now;Used car;2848;100-500 DM;1-3 years;1;Co-applicant;2;32;Ownership;1;Skilled;2;Yes;male;single;1;[874, 421, 689, 767, 441, 278, 129, 49, 995, 898, 275, 894, 318, 185]
918;6;Existing Credits Paid Back Duly Till Now;New car;14896;Less than 100 DM;more than 6 years;1;None;4;68;Ownership;1;Highly Skilled;1;Yes;male;single;2;[846, 330, 163, 606, 186, 779, 430, 715, 554, 0, 536, 784, 756, 187]
919;24;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;2359;100-500 DM;Unemployed;1;None;1;33;Ownership;1;Skilled;1;Yes;male;divorced/separated;2;[321, 169, 855, 740, 547, 942, 718, 704, 299, 577, 423, 974, 755, 19]
920;24;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;3345;Less than 100 DM;more than 6 years;4;None;2;39;Rented;1;Highly Skilled;1;Yes;male;single;2;[100, 380, 786, 121, 497, 199, 594, 742, 182, 369, 950, 648, 48, 352]
921;18;Critical Account / Other Credits Existing at Other Bank;Furniture/Equipment;1817;Less than 100 DM;1-3 years;4;None;2;28;Ownership;2;Skilled;1;Yes;female;divorced/separated/married;1;[86, 819, 161, 556, 483, 690, 698, 575, 243, 276, 388, 331, 576, 385]
922;48;Delay in Paying Off in the Past;Radio/TV;12749;500-1000 DM;4-6 years;4;None;1;37;Ownership;1;Highly Skilled;1;Yes;male;single;1;[272, 657, 549, 927, 563, 685, 78, 829, 973, 375, 285, 5, 672, 938]
923;9;Existing Credits Paid Back Duly Till Now;Radio/TV;1366;Less than 100 DM;less than 1 year;3;None;4;22;Rented;1;Skilled;1;Yes;female;divorced/separated/married;2;[837, 795, 350, 111, 47, 633, 817, 623, 513, 797, 721, 372, 752, 221]
924;12;Existing Credits Paid Back Duly Till Now;New car;2002;Less than 100 DM;4-6 years;3;None;4;30;Rented;1;Skilled;2;Yes;male;single;1;[937, 178, 257, 222, 127, 960, 932, 193, 125, 857, 393, 339, 782, 601]
925;24;All Credits at This Bank Paid Back Duly;Furniture/Equipment;6872;Less than 100 DM;less than 1 year;2;None;1;55;Ownership;1;Skilled;1;Yes;male;divorced/separated;2;[212, 4, 214, 183, 65, 190, 956, 607, 793, 773, 843, 669, 560, 6]
926;12;All Credits at This Bank Paid Back Duly;New car;697;Less than 100 DM;less than 1 year;4;None;2;46;Ownership;2;Skilled;1;Yes;male;single;2;[726, 157, 398, 823, 354, 635, 422, 835, 588, 891, 619, 81, 20, 485]
927;18;Critical Account / Other Credits Existing at Other Bank;Furniture/Equipment;1049;Less than 100 DM;less than 1 year;4;None;4;21;Rented;1;Skilled;1;Yes;female;divorced/separated/married;1;[831, 386, 707, 249, 221, 761, 985, 746, 797, 372, 10, 111, 296, 809]
928;48;Existing Credits Paid Back Duly Till Now;Used car;10297;Less than 100 DM;4-6 years;4;None;4;39;Free Housing;3;Skilled;2;Yes;male;single;2;[78, 549, 657, 829, 685, 272, 672, 973, 921, 938, 563, 310, 375, 5]
929;30;Existing Credits Paid Back Duly Till Now;Radio/TV;1867;No Savings Account;more than 6 years;4;None;4;58;Ownership;1;Skilled;1;Yes;male;single;1;[482, 261, 955, 54, 975, 83, 798, 800, 62, 514, 16, 13, 781, 541]
930;12;Delay in Paying Off in the Past;New car;1344;Less than 100 DM;1-3 years;4;None;2;43;Ownership;2;Unskilled - Resident;2;Yes;male;single;1;[176, 335, 412, 518, 21, 150, 867, 345, 139, 206, 933, 626, 693, 900]
931;24;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;1747;Less than 100 DM;less than 1 year;4;Co-applicant;1;24;Ownership;1;Unskilled - Resident;1;No;male;single;1;[859, 906, 407, 613, 117, 290, 806, 140, 24, 173, 850, 351, 696, 314]
932;9;Existing Credits Paid Back Duly Till Now;Radio/TV;1670;Less than 100 DM;less than 1 year;4;None;2;22;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;2;[604, 471, 167, 836, 610, 308, 12, 550, 708, 934, 873, 632, 188, 102]
933;9;Critical Account / Other Credits Existing at Other Bank;New car;1224;Less than 100 DM;1-3 years;3;None;1;30;Ownership;2;Skilled;1;Yes;male;single;1;[127, 222, 125, 257, 782, 923, 339, 178, 937, 857, 553, 960, 393, 601]
934;12;Critical Account / Other Credits Existing at Other Bank;Radio/TV;522;500-1000 DM;more than 6 years;4;None;4;42;Ownership;2;Skilled;2;Yes;male;single;1;[23, 206, 479, 484, 345, 139, 335, 176, 867, 551, 21, 157, 929, 71]
935;12;Existing Credits Paid Back Duly Till Now;Radio/TV;1498;Less than 100 DM;1-3 years;4;None;1;23;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;1;[708, 12, 550, 836, 308, 610, 102, 931, 604, 873, 632, 471, 722, 67]
936;30;Delay in Paying Off in the Past;Radio/TV;1919;100-500 DM;less than 1 year;4;None;3;30;Ownership;2;Highly Skilled;1;Yes;male;single;2;[40, 426, 692, 235, 50, 279, 959, 946, 794, 949, 19, 694, 408, 984]
937;9;Existing Credits Paid Back Duly Till Now;Radio/TV;745;Less than 100 DM;1-3 years;3;None;2;28;Ownership;1;Unskilled - Resident;1;Yes;female;divorced/separated/married;2;[389, 358, 458, 451, 492, 196, 562, 576, 913, 60, 820, 601, 243, 66]
938;6;Existing Credits Paid Back Duly Till Now;Radio/TV;2063;Less than 100 DM;less than 1 year;4;None;3;30;Rented;1;Highly Skilled;1;Yes;male;married/widowed;1;[960, 193, 923, 393, 222, 127, 110, 178, 932, 601, 257, 499, 451, 562]
939;60;Existing Credits Paid Back Duly Till Now;Education;6288;Less than 100 DM;1-3 years;4;None;4;42;Free Housing;1;Skilled;1;Yes;male;single;2;[672, 310, 538, 78, 927, 829, 973, 304, 685, 549, 657, 615, 902, 272]
940;24;Critical Account / Other Credits Existing at Other Bank;Used car;6842;No Savings Account;1-3 years;2;None;4;46;Ownership;2;Highly Skilled;2;Yes;male;single;1;[520, 971, 292, 42, 833, 80, 268, 211, 659, 881, 791, 958, 884, 387]
941;12;Existing Credits Paid Back Duly Till Now;New car;3527;No Savings Account;less than 1 year;2;None;3;45;Ownership;1;Highly Skilled;2;Yes;male;single;1;[539, 399, 668, 908, 631, 298, 948, 867, 693, 899, 652, 479, 738, 206]
942;10;Existing Credits Paid Back Duly Till Now;New car;1546;Less than 100 DM;1-3 years;3;None;2;31;Ownership;1;Unskilled - Resident;2;No;male;single;1;[247, 515, 897, 264, 270, 488, 696, 850, 314, 173, 140, 151, 351, 413]
943;24;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;929;No Savings Account;4-6 years;4;None;2;31;Ownership;1;Skilled;1;Yes;male;single;1;[547, 740, 918, 984, 718, 169, 321, 855, 949, 19, 299, 914, 88, 794]
944;4;Critical Account / Other Credits Existing at Other Bank;New car;1455;Less than 100 DM;4-6 years;2;None;1;42;Ownership;3;Unskilled - Resident;2;Yes;male;single;1;[234, 527, 626, 518, 150, 529, 412, 656, 929, 532, 443, 21, 335, 176]
945;15;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;1845;Less than 100 DM;less than 1 year;4;Guarantor;1;46;Rented;1;Skilled;1;Yes;female;divorced/separated/married;1;[600, 801, 288, 732, 900, 139, 251, 345, 61, 933, 668, 157, 71, 551]
946;48;No Credits Taken / All Credits Paid Back Duly;New car;8358;500-1000 DM;less than 1 year;1;None;1;30;Ownership;2;Skilled;1;Yes;female;divorced/separated/married;1;[569, 616, 116, 255, 968, 295, 134, 287, 226, 36, 467, 677, 714, 63]
947;24;All Credits at This Bank Paid Back Duly;Furniture/Equipment;3349;500-1000 DM;less than 1 year;4;None;4;30;Free Housing;1;Skilled;2;Yes;male;single;2;[959, 794, 426, 19, 949, 914, 935, 40, 718, 599, 50, 984, 692, 766]
948;12;Existing Credits Paid Back Duly Till Now;New car;2859;No Savings Account;Unemployed;4;None;4;38;Ownership;1;Highly Skilled;1;Yes;male;single;1;[361, 990, 997, 440, 651, 265, 709, 493, 699, 463, 641, 204, 473, 316]
949;18;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;1533;Less than 100 DM;less than 1 year;4;Co-applicant;1;43;Ownership;1;Unskilled - Resident;2;Yes;male;married/widowed;2;[899, 652, 298, 399, 940, 668, 631, 404, 539, 839, 712, 867, 908, 900]
950;24;Existing Credits Paid Back Duly Till Now;Radio/TV;3621;100-500 DM;more than 6 years;2;None;4;31;Ownership;2;Skilled;1;Yes;male;single;2;[19, 794, 914, 718, 959, 946, 599, 942, 984, 740, 426, 223, 547, 918]
951;18;Critical Account / Other Credits Existing at Other Bank;Business;3590;Less than 100 DM;Unemployed;3;None;3;40;Ownership;3;Unemployed / Unskilled  - Non-Resident;2;Yes;male;married/widowed;1;[100, 182, 919, 674, 199, 642, 369, 121, 786, 594, 380, 591, 742, 977]
952;36;Delay in Paying Off in the Past;Business;2145;Less than 100 DM;4-6 years;2;None;1;24;Ownership;2;Skilled;1;Yes;male;single;2;[907, 69, 468, 578, 230, 225, 217, 357, 101, 476, 603, 735, 152, 780]
953;24;Existing Credits Paid Back Duly Till Now;Used car;4113;500-1000 DM;less than 1 year;3;None;4;28;Rented;1;Skilled;1;Yes;female;divorced/separated/married;2;[733, 770, 168, 341, 347, 570, 572, 523, 359, 334, 911, 218, 312, 802]
954;36;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;10974;Less than 100 DM;Unemployed;4;None;2;26;Ownership;2;Highly Skilled;1;Yes;female;divorced/separated/married;2;[805, 812, 180, 291, 983, 70, 57, 645, 226, 333, 496, 450, 684, 63]
955;12;Existing Credits Paid Back Duly Till Now;New car;1893;Less than 100 DM;1-3 years;4;Guarantor;4;29;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;1;[85, 811, 524, 505, 220, 233, 336, 489, 561, 777, 346, 55, 970, 587]
956;24;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1231;More than 1000 DM;more than 6 years;4;None;4;57;Rented;2;Highly Skilled;1;Yes;female;divorced/separated/married;1;[482, 261, 928, 975, 54, 83, 798, 62, 781, 13, 800, 541, 263, 487]
957;30;Critical Account / Other Credits Existing at Other Bank;Radio/TV;3656;No Savings Account;more than 6 years;4;None;4;49;Ownership;2;Unskilled - Resident;1;Yes;male;single;1;[669, 214, 65, 212, 607, 989, 289, 978, 683, 317, 560, 843, 397, 702]
958;9;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1154;Less than 100 DM;more than 6 years;2;None;4;37;Ownership;3;Unskilled - Resident;1;Yes;male;single;1;[856, 204, 463, 709, 493, 875, 215, 473, 250, 146, 997, 445, 26, 641]
959;28;Existing Credits Paid Back Duly Till Now;New car;4006;Less than 100 DM;1-3 years;3;None;2;45;Ownership;1;Unskilled - Resident;1;Yes;male;single;2;[317, 683, 397, 80, 211, 901, 669, 978, 961, 833, 42, 851, 406, 956]
960;24;Existing Credits Paid Back Duly Till Now;Furniture/Equipment;3069;100-500 DM;more than 6 years;4;None;4;30;Free Housing;1;Skilled;1;Yes;male;single;1;[946, 794, 426, 949, 19, 914, 935, 40, 718, 599, 50, 984, 692, 766]
961;6;Critical Account / Other Credits Existing at Other Bank;Radio/TV;1740;Less than 100 DM;more than 6 years;2;None;2;30;Rented;2;Skilled;1;Yes;male;married/widowed;1;[193, 937, 393, 923, 110, 601, 499, 222, 451, 562, 127, 196, 492, 358]
962;21;Delay in Paying Off in the Past;New car;2353;Less than 100 DM;1-3 years;1;None;4;47;Ownership;2;Skilled;1;Yes;male;divorced/separated;1;[978, 839, 712, 989, 289, 844, 683, 317, 901, 958, 669, 652, 702, 298]
963;15;Existing Credits Paid Back Duly Till Now;New car;3556;No Savings Account;1-3 years;3;None;2;29;Ownership;1;Skilled;1;Yes;male;single;1;[53, 224, 323, 858, 689, 421, 353, 107, 32, 559, 894, 825, 401, 598]
964;24;Existing Credits Paid Back Duly Till Now;Radio/TV;2397;500-1000 DM;more than 6 years;3;None;2;35;Ownership;2;Skilled;1;Yes;male;single;2;[567, 654, 845, 256, 192, 253, 160, 886, 284, 469, 597, 198, 564, 453]
965;6;Existing Credits Paid Back Duly Till Now;Repairs;454;Less than 100 DM;less than 1 year;3;None;1;22;Ownership;1;Unskilled - Resident;1;Yes;male;married/widowed;1;[555, 228, 39, 661, 254, 188, 632, 67, 435, 741, 821, 428, 434, 52]
966;30;Existing Credits Paid Back Duly Till Now;Radio/TV;1715;No Savings Account;1-3 years;4;None;1;26;Ownership;1;Skilled;1;Yes;female;divorced/separated/married;1;[269, 534, 636, 872, 248, 245, 481, 764, 533, 630, 912, 455, 408, 500]
967;27;Critical Account / Other Credits Existing at Other Bank;Radio/TV;2520;500-1000 DM;1-3 years;4;None;2;23;Ownership;2;Unskilled - Resident;1;Yes;male;single;2;[605, 743, 229, 405, 495, 79, 355, 534, 312, 64, 269, 802, 634, 481]
968;15;Existing Credits Paid Back Duly Till Now;Radio/TV;3568;Less than 100 DM;more than 6 years;4;None;2;54;Rented;1;Highly Skilled;1;Yes;female;divorced/separated/married;1;[396, 584, 448, 94, 754, 680, 91, 429, 885, 300, 246, 90, 209, 263]
969;42;Existing Credits Paid Back Duly Till Now;Radio/TV;7166;No Savings Account;4-6 years;2;None;4;29;Rented;1;Skilled;1;Yes;male;married/widowed;1;[116, 569, 945, 444, 226, 70, 57, 36, 616, 255, 295, 131, 706, 130]
970;11;Critical Account / Other Credits Existing at Other Bank;New car;3939;Less than 100 DM;1-3 years;1;None;2;40;Ownership;2;Unskilled - Resident;2;Yes;male;single;1;[699, 656, 443, 532, 440, 649, 529, 126, 903, 642, 641, 478, 765, 27]
971;15;Existing Credits Paid Back Duly Till Now;Repairs;1514;100-500 DM;1-3 years;4;Guarantor;2;22;Ownership;1;Skilled;1;Yes;male;single;1;[587, 346, 336, 233, 220, 489, 524, 505, 811, 561, 55, 777, 954, 85]
972;24;Existing Credits Paid Back Duly Till Now;New car;7393;Less than 100 DM;1-3 years;1;None;4;43;Ownership;1;Unskilled - Resident;2;Yes;male;single;1;[292, 520, 939, 42, 268, 659, 833, 791, 387, 80, 884, 106, 890, 881]
973;24;All Credits at This Bank Paid Back Duly;New car;1193;Less than 100 DM;Unemployed;1;Co-applicant;4;29;Rented;2;Unemployed / Unskilled  - Non-Resident;1;Yes;female;divorced/separated/married;2;[475, 124, 727, 775, 258, 382, 531, 504, 565, 809, 14, 144, 596, 842]
